file,competence,source,target
EN_1_295.head.txt,learner,3.9215686275,0
EN_1_296.head.txt,learner,0,0
EN_1_297.head.txt,learner,11.7647058824,5
EN_1_298.head.txt,learner,7.3170731707,0
EN_1_299.head.txt,learner,0,6.25
EN_1_3.head.txt,learner,2.5,2.4390243902
EN_1_300.head.txt,learner,0,0
EN_1_302.head.txt,learner,5.5555555556,17.6470588235
EN_1_303.head.txt,learner,0,0
EN_1_304.head.txt,learner,9.5238095238,0
EN_1_305.head.txt,learner,0,0
EN_1_306.head.txt,learner,7.6923076923,0
EN_1_307.head.txt,learner,0,0
EN_1_309.head.txt,learner,16.6666666667,0
EN_1_312.head.txt,learner,1.9607843137,5.5555555556
EN_1_313.head.txt,learner,0,0
EN_1_314.head.txt,learner,2.9411764706,0
EN_1_315.head.txt,learner,2.6315789474,2.4390243902
EN_1_316.head.txt,learner,11.5384615385,0
EN_1_317.head.txt,learner,4.7619047619,0
EN_1_36.head.txt,learner,9.0909090909,7.1428571429
EN_1_4.head.txt,learner,19.0476190476,9.0909090909
EN_1_40.head.txt,learner,10.5263157895,0
EN_1_42.head.txt,learner,0,0
EN_1_43.head.txt,learner,0,0
EN_1_44.head.txt,learner,9.0909090909,9.5238095238
EN_1_45.head.txt,learner,0,0
EN_1_46.head.txt,learner,1.4705882353,2.9850746269
EN_1_47.head.txt,learner,0,0
EN_1_48.head.txt,learner,4.347826087,0
EN_1_49.head.txt,learner,1.5625,1.4925373134
EN_1_5.head.txt,learner,4.1666666667,2.1739130435
EN_1_50.head.txt,learner,3.0303030303,6.25
EN_1_52.head.txt,learner,5.2631578947,10.5263157895
EN_1_53.head.txt,learner,0,0
EN_1_54.head.txt,learner,0,0
EN_1_55.head.txt,learner,0,0
EN_1_56.head.txt,learner,0,0
EN_1_57.head.txt,learner,0,0
EN_1_58.head.txt,learner,6.976744186,4.6511627907
EN_1_59.head.txt,learner,0,0
EN_1_6.head.txt,learner,11.7647058824,10.3448275862
EN_1_60.head.txt,learner,10,0
EN_1_65.head.txt,learner,0,0
EN_1_66.head.txt,learner,6.2193126023,5.9221658206
EN_1_67.head.txt,learner,2.0979020979,3.4722222222
EN_1_68.head.txt,learner,2.0202020202,2.0202020202
EN_1_69.head.txt,learner,0,0
EN_1_7.head.txt,learner,8.3333333333,20
EN_1_75.head.txt,learner,0,0
EN_1_76.head.txt,learner,15,0
EN_1_79.head.txt,learner,0,5.8823529412
EN_1_8.head.txt,learner,6.6666666667,0
EN_1_80.head.txt,learner,13.3333333333,0
EN_1_82.head.txt,learner,16.6666666667,7.6923076923
EN_1_83.head.txt,learner,18.1818181818,0
EN_1_84.head.txt,learner,8.6956521739,0
EN_1_85.head.txt,learner,0,0
EN_1_86.head.txt,learner,0,9.0909090909
EN_1_88.head.txt,learner,1.4150943396,0.9389671362
EN_1_89.head.txt,learner,0,0
EN_1_90.head.txt,learner,0,0
EN_1_92.head.txt,learner,2.5210084034,1.6949152542
EN_1_96.head.txt,learner,12,0
EN_1_97.head.txt,learner,0,0
EN_1_98.head.txt,learner,0,0
EN_1_99.head.txt,learner,2.1459227468,2.1645021645
EN_2_7.head.txt,learner,0,0
EN_3_10.head.txt,learner,0,7.1428571429
EN_3_12.head.txt,learner,0,0
EN_3_13.head.txt,learner,0,0
EN_3_14.head.txt,learner,15.3846153846,0
EN_3_15.head.txt,learner,4.4303797468,9.5238095238
EN_3_2.head.txt,learner,0,8.3333333333
EN_3_4.head.txt,learner,4,4.1666666667
EN_3_5.head.txt,learner,0,0
EN_3_6.head.txt,learner,7.6923076923,3.8461538462
EN_3_7.head.txt,learner,0,0
EN_3_8.head.txt,learner,8.3333333333,9.0909090909
EN_3_9.head.txt,learner,0,9.0909090909
EN_4_16.head.txt,learner,0,5
EN_4_17.head.txt,learner,4.7619047619,9.0909090909
EN_4_18.head.txt,learner,0,0
EN_4_19.head.txt,learner,0,0
EN_4_25.head.txt,learner,8,8.6956521739
EN_4_26.head.txt,learner,7.1428571429,3.4482758621
EN_4_32.head.txt,learner,7.1680376028,8.5131894484
EN_4_33.head.txt,learner,9.2592592593,5.5555555556
EN_4_34.head.txt,learner,1.8867924528,0
EN_4_35.head.txt,learner,5.8823529412,3.0303030303
EN_4_36.head.txt,learner,5.1282051282,12.8205128205
EN_4_37.head.txt,learner,3.1496062992,3.8759689922
EN_4_38.head.txt,learner,10,8.4745762712
EN_4_39.head.txt,learner,4,3.9215686275
EN_4_40.head.txt,learner,8.6560364465,5.9360730594
EN_4_42.head.txt,learner,12.1212121212,9.375
EN_4_43.head.txt,learner,0,0
EN_4_44.head.txt,learner,14.8148148148,14.8148148148
EN_4_45.head.txt,learner,0,0
EN_4_47.head.txt,learner,2.9850746269,1.4705882353
EN_4_5.head.txt,learner,10.5263157895,0
EN_4_7.head.txt,learner,0,5
EN_5_4.head.txt,learner,0,0
EN_5_5.head.txt,learner,6.8181818182,2.2727272727
EN_5_6.head.txt,learner,0,0
EN_5_9.head.txt,learner,0,0
EN_6_10.head.txt,learner,7.8651685393,6.1224489796
EN_6_2.head.txt,learner,0,0
EN_6_22.head.txt,learner,0,0
EN_6_3.head.txt,learner,4.347826087,4.7619047619
en_01.txt,professional,8.1081081081,0
en_010.txt,professional,5.8823529412,4.8780487805
en_0100.txt,professional,9.8360655738,5.6338028169
en_0101.txt,professional,5.8139534884,2.9126213592
en_0102.txt,professional,2.7777777778,7.8947368421
en_011.txt,professional,9.0909090909,14.2857142857
en_012.txt,professional,11.6959064327,4.7619047619
en_013.txt,professional,3.9473684211,1.3513513514
en_014.txt,professional,10,5
en_015.txt,professional,3.0303030303,4.6153846154
en_016.txt,professional,11.0091743119,7.2727272727
en_017.txt,professional,2.2222222222,2.0408163265
en_018.txt,professional,0,0
en_019.txt,professional,5.6910569106,2.4590163934
en_02.txt,professional,23.0769230769,8.6956521739
en_020.txt,professional,19.801980198,9.8039215686
en_021.txt,professional,12.3595505618,7.6086956522
en_022.txt,professional,4.8442906574,2.2875816993
en_023.txt,professional,2.538071066,1.0309278351
en_024.txt,professional,4,5.8823529412
en_025.txt,professional,0,2.7027027027
en_026.txt,professional,0,3.0303030303
en_027.txt,professional,4.8780487805,0
