file,frequency,language,competence,source,target
RU_1_25_1.head.txt,8.5106382979,RU,learner,,
RU_1_26_1.head.txt,13.3333333333,RU,learner,,
RU_1_260_1.head.txt,0,RU,learner,,
RU_1_262_1.head.txt,0,RU,learner,,
RU_1_263_1.head.txt,0,RU,learner,,
RU_1_264_1.head.txt,5.2631578947,RU,learner,,
RU_1_265_1.head.txt,4.1666666667,RU,learner,,
RU_1_266_1.head.txt,6.6666666667,RU,learner,,
RU_1_270_1.head.txt,0,RU,learner,,
RU_1_273_1.head.txt,3.7037037037,RU,learner,,
RU_1_274_1.head.txt,0,RU,learner,,
RU_1_28_1.head.txt,7.1428571429,RU,learner,,
RU_1_283_1.head.txt,0,RU,learner,,
RU_1_286_1.head.txt,0,RU,learner,,
RU_1_288_1.head.txt,0,RU,learner,,
RU_1_289_1.head.txt,13.6363636364,RU,learner,,
RU_1_29_1.head.txt,0,RU,learner,,
RU_1_290_1.head.txt,0,RU,learner,,
RU_1_292_1.head.txt,0,RU,learner,,
RU_1_293_1.head.txt,4.5454545455,RU,learner,,
RU_1_294_1.head.txt,7.5,RU,learner,,
RU_1_295_1.head.txt,0,RU,learner,,
RU_1_296_1.head.txt,0,RU,learner,,
RU_1_297_1.head.txt,5,RU,learner,,
RU_1_298_1.head.txt,0,RU,learner,,
RU_1_299_1.head.txt,6.25,RU,learner,,
RU_1_3_1.head.txt,2.4390243902,RU,learner,,
RU_1_300_1.head.txt,0,RU,learner,,
RU_1_302_1.head.txt,17.6470588235,RU,learner,,
RU_1_303_1.head.txt,0,RU,learner,,
RU_1_304_1.head.txt,0,RU,learner,,
RU_1_305_1.head.txt,0,RU,learner,,
RU_1_306_1.head.txt,0,RU,learner,,
RU_1_307_1.head.txt,0,RU,learner,,
RU_1_309_1.head.txt,0,RU,learner,,
RU_1_312_1.head.txt,5.5555555556,RU,learner,,
RU_1_313_1.head.txt,0,RU,learner,,
RU_1_314_1.head.txt,0,RU,learner,,
RU_1_315_1.head.txt,2.4390243902,RU,learner,,
RU_1_316_1.head.txt,0,RU,learner,,
RU_1_317_1.head.txt,0,RU,learner,,
RU_1_36_1.head.txt,7.1428571429,RU,learner,,
RU_1_4_1.head.txt,9.0909090909,RU,learner,,
RU_1_40_1.head.txt,0,RU,learner,,
RU_1_42_1.head.txt,0,RU,learner,,
RU_1_43_1.head.txt,0,RU,learner,,
RU_1_44_1.head.txt,9.5238095238,RU,learner,,
RU_1_45_1.head.txt,0,RU,learner,,
RU_1_46_1.head.txt,2.9850746269,RU,learner,,
RU_1_47_1.head.txt,0,RU,learner,,
RU_1_48_1.head.txt,0,RU,learner,,
RU_1_49_1.head.txt,1.4925373134,RU,learner,,
RU_1_5_1.head.txt,2.1739130435,RU,learner,,
RU_1_50_1.head.txt,6.25,RU,learner,,
RU_1_52_1.head.txt,10.5263157895,RU,learner,,
RU_1_53_1.head.txt,0,RU,learner,,
RU_1_54_1.head.txt,0,RU,learner,,
RU_1_55_1.head.txt,0,RU,learner,,
RU_1_56_1.head.txt,0,RU,learner,,
RU_1_57_1.head.txt,0,RU,learner,,
RU_1_58_1.head.txt,4.6511627907,RU,learner,,
RU_1_59_1.head.txt,0,RU,learner,,
RU_1_6_1.head.txt,10.3448275862,RU,learner,,
RU_1_60_1.head.txt,0,RU,learner,,
RU_1_65_1.head.txt,0,RU,learner,,
